iso3,country,area,fuel,per_capita_tons
TCD,Chad,Urban,Electricity,0.11
TCD,Chad,Urban,Gas,0.48
TCD,Chad,Urban,Kerosene,0.34
TCD,Chad,Urban,Total Clean,0.53
TCD,Chad,Urban,Total Polluting,0.69
TCD,Chad,Rural,Biomass,0.93
TCD,Chad,Rural,Charcoal,0.34
TCD,Chad,Rural,Coal,0.45
TCD,Chad,Rural,Electricity,0.06
TCD,Chad,Rural,Gas,0.38
TCD,Chad,Rural,Kerosene,0.37
TCD,Chad,Rural,Total Clean,0.4
TCD,Chad,Rural,Total Polluting,0.83
TGO,Togo,Urban,Biomass,0.65
TGO,Togo,Urban,Charcoal,0.26
TGO,Togo,Urban,Coal,0.33
TGO,Togo,Urban,Electricity,0.09
TGO,Togo,Urban,Gas,0.42
TGO,Togo,Urban,Kerosene,0.3
TGO,Togo,Urban,Total Clean,0.47
TGO,Togo,Urban,Total Polluting,0.6
TGO,Togo,Rural,Biomass,0.81
TGO,Togo,Rural,Charcoal,0.3
TGO,Togo,Rural,Coal,0.39
TGO,Togo,Rural,Electricity,0.06
TGO,Togo,Rural,Gas,0.34
TGO,Togo,Rural,Kerosene,0.33
TGO,Togo,Rural,Total Clean,0.35
TGO,Togo,Rural,Total Polluting,0.73
THA,Thailand,Urban,Biomass,0.7
THA,Thailand,Urban,Charcoal,0.28
THA,Thailand,Urban,Coal,0.35
THA,Thailand,Urban,Electricity,0.1
THA,Thailand,Urban,Gas,0.45
THA,Thailand,Urban,Kerosene,0.32
THA,Thailand,Urban,Total Clean,0.5
THA,Thailand,Urban,Total Polluting,0.65
THA,Thailand,Rural,Biomass,0.87
THA,Thailand,Rural,Charcoal,0.32
THA,Thailand,Rural,Coal,0.42
THA,Thailand,Rural,Electricity,0.06
THA,Thailand,Rural,Gas,0.36
THA,Thailand,Rural,Kerosene,0.35
THA,Thailand,Rural,Total Clean,0.37
THA,Thailand,Rural,Total Polluting,0.78
TJK,Tajikistan,Urban,Biomass,0.7
TJK,Tajikistan,Urban,Charcoal,0.28
TJK,Tajikistan,Urban,Coal,0.35
TJK,Tajikistan,Urban,Electricity,0.1
TJK,Tajikistan,Urban,Gas,0.45
TJK,Tajikistan,Urban,Kerosene,0.32
TJK,Tajikistan,Urban,Total Clean,0.5
TJK,Tajikistan,Urban,Total Polluting,0.65
TJK,Tajikistan,Rural,Biomass,0.87
TJK,Tajikistan,Rural,Charcoal,0.32
TJK,Tajikistan,Rural,Coal,0.42
TJK,Tajikistan,Rural,Electricity,0.06
TJK,Tajikistan,Rural,Gas,0.36
TJK,Tajikistan,Rural,Kerosene,0.35
TJK,Tajikistan,Rural,Total Clean,0.37
TJK,Tajikistan,Rural,Total Polluting,0.78
TKM,Turkmenistan,Urban,Biomass,0.74
TKM,Turkmenistan,Urban,Charcoal,0.29
TKM,Turkmenistan,Urban,Coal,0.37
TKM,Turkmenistan,Urban,Electricity,0.11
TKM,Turkmenistan,Urban,Gas,0.47
TKM,Turkmenistan,Urban,Kerosene,0.34
TKM,Turkmenistan,Urban,Total Clean,0.53
TKM,Turkmenistan,Urban,Total Polluting,0.68
TKM,Turkmenistan,Rural,Biomass,0.92
TKM,Turkmenistan,Rural,Charcoal,0.34
TKM,Turkmenistan,Rural,Coal,0.44
TKM,Turkmenistan,Rural,Electricity,0.06
TKM,Turkmenistan,Rural,Gas,0.38
TKM,Turkmenistan,Rural,Kerosene,0.37
TKM,Turkmenistan,Rural,Total Clean,0.39
TKM,Turkmenistan,Rural,Total Polluting,0.82
TLS,Timor-Leste,Urban,Biomass,0.74
TLS,Timor-Leste,Urban,Charcoal,0.3
TLS,Timor-Leste,Urban,Coal,0.37
TLS,Timor-Leste,Urban,Electricity,0.11
TLS,Timor-Leste,Urban,Gas,0.48
TLS,Timor-Leste,Urban,Kerosene,0.34
TLS,Timor-Leste,Urban,Total Clean,0.53
TLS,Timor-Leste,Urban,Total Polluting,0.69
TLS,Timor-Leste,Rural,Biomass,0.93
TLS,Timor-Leste,Rural,Charcoal,0.34
TLS,Timor-Leste,Rural,Coal,0.45
TLS,Timor-Leste,Rural,Electricity,0.06
TLS,Timor-Leste,Rural,Gas,0.38
TLS,Timor-Leste,Rural,Kerosene,0.37
TLS,Timor-Leste,Rural,Total Clean,0.4
TLS,Timor-Leste,Rural,Total Polluting,0.83
TON,Tonga,Urban,Biomass,0.68
TON,Tonga,Urban,Charcoal,0.27
TON,Tonga,Urban,Coal,0.34
TON,Tonga,Urban,Electricity,0.1
TON,Tonga,Urban,Gas,0.44
TON,Tonga,Urban,Kerosene,0.31
TON,Tonga,Urban,Total Clean,0.49
TON,Tonga,Urban,Total Polluting,0.63
TON,Tonga,Rural,Biomass,0.85
TON,Tonga,Rural,Charcoal,0.31
TON,Tonga,Rural,Coal,0.41
TON,Tonga,Rural,Electricity,0.06
TON,Tonga,Rural,Gas,0.35
TON,Tonga,Rural,Kerosene,0.34
TON,Tonga,Rural,Total Clean,0.37
TON,Tonga,Rural,Total Polluting,0.76
TUN,Tunisia,Urban,Biomass,0.73
TUN,Tunisia,Urban,Charcoal,0.29
TUN,Tunisia,Urban,Coal,0.37
TUN,Tunisia,Urban,Electricity,0.1
TUN,Tunisia,Urban,Gas,0.47
TUN,Tunisia,Urban,Kerosene,0.34
TUN,Tunisia,Urban,Total Clean,0.52
TUN,Tunisia,Urban,Total Polluting,0.68
TUN,Tunisia,Rural,Biomass,0.92
TUN,Tunisia,Rural,Charcoal,0.34
TUN,Tunisia,Rural,Coal,0.44
TUN,Tunisia,Rural,Electricity,0.06
TUN,Tunisia,Rural,Gas,0.38
TUN,Tunisia,Rural,Kerosene,0.37
TUN,Tunisia,Rural,Total Clean,0.39
TUN,Tunisia,Rural,Total Polluting,0.82
TUR,Turkey,Urban,Biomass,0.64
TUR,Turkey,Urban,Charcoal,0.26
TUR,Turkey,Urban,Coal,0.32
TUR,Turkey,Urban,Electricity,0.09
TUR,Turkey,Urban,Gas,0.41
TUR,Turkey,Urban,Kerosene,0.29
TUR,Turkey,Urban,Total Clean,0.46
TUR,Turkey,Urban,Total Polluting,0.59
TUR,Turkey,Rural,Biomass,0.8
TUR,Turkey,Rural,Charcoal,0.29
TUR,Turkey,Rural,Coal,0.38
TUR,Turkey,Rural,Electricity,0.05
TUR,Turkey,Rural,Gas,0.33
TUR,Turkey,Rural,Kerosene,0.32
TUR,Turkey,Rural,Total Clean,0.34
TUR,Turkey,Rural,Total Polluting,0.71
TUV,Tuvalu,Urban,Biomass,0.73
TUV,Tuvalu,Urban,Charcoal,0.29
TUV,Tuvalu,Urban,Coal,0.36
TUV,Tuvalu,Urban,Electricity,0.1
TUV,Tuvalu,Urban,Gas,0.47
TUV,Tuvalu,Urban,Kerosene,0.33
TUV,Tuvalu,Urban,Total Clean,0.52
TUV,Tuvalu,Urban,Total Polluting,0.67
TUV,Tuvalu,Rural,Biomass,0.91
TUV,Tuvalu,Rural,Charcoal,0.33
TUV,Tuvalu,Rural,Coal,0.44
TUV,Tuvalu,Rural,Electricity,0.06
TUV,Tuvalu,Rural,Gas,0.37
TUV,Tuvalu,Rural,Kerosene,0.36
TUV,Tuvalu,Rural,Total Clean,0.39
TUV,Tuvalu,Rural,Total Polluting,0.81
TZA,United Republic of Tanzania,Urban,Biomass,0.68
TZA,United Republic of Tanzania,Urban,Charcoal,0.27
TZA,United Republic of Tanzania,Urban,Coal,0.34
TZA,United Republic of Tanzania,Urban,Electricity,0.1
TZA,United Republic of Tanzania,Urban,Gas,0.43
TZA,United Republic of Tanzania,Urban,Kerosene,0.31
TZA,United Republic of Tanzania,Urban,Total Clean,0.48
TZA,United Republic of Tanzania,Urban,Total Polluting,0.63
TZA,United Republic of Tanzania,Rural,Biomass,0.84
TZA,United Republic of Tanzania,Rural,Charcoal,0.31
TZA,United Republic of Tanzania,Rural,Coal,0.41
TZA,United Republic of Tanzania,Rural,Electricity,0.06
TZA,United Republic of Tanzania,Rural,Gas,0.35
TZA,United Republic of Tanzania,Rural,Kerosene,0.34
TZA,United Republic of Tanzania,Rural,Total Clean,0.36
TZA,United Republic of Tanzania,Rural,Total Polluting,0.75
UGA,Uganda,Urban,Biomass,0.68
UGA,Uganda,Urban,Charcoal,0.27
UGA,Uganda,Urban,Coal,0.34
UGA,Uganda,Urban,Electricity,0.1
UGA,Uganda,Urban,Gas,0.44
UGA,Uganda,Urban,Kerosene,0.31
UGA,Uganda,Urban,Total Clean,0.49
UGA,Uganda,Urban,Total Polluting,0.63
UGA,Uganda,Rural,Biomass,0.85
UGA,Uganda,Rural,Charcoal,0.31
UGA,Uganda,Rural,Coal,0.41
UGA,Uganda,Rural,Electricity,0.06
UGA,Uganda,Rural,Gas,0.35
UGA,Uganda,Rural,Kerosene,0.34
UGA,Uganda,Rural,Total Clean,0.37
UGA,Uganda,Rural,Total Polluting,0.76
UKR,Ukraine,Urban,Biomass,0.68
UKR,Ukraine,Urban,Charcoal,0.27
UKR,Ukraine,Urban,Coal,0.34
UKR,Ukraine,Urban,Electricity,0.1
UKR,Ukraine,Urban,Gas,0.44
UKR,Ukraine,Urban,Kerosene,0.31
UKR,Ukraine,Urban,Total Clean,0.48
UKR,Ukraine,Urban,Total Polluting,0.63
UKR,Ukraine,Rural,Biomass,0.85
UKR,Ukraine,Rural,Charcoal,0.31
UKR,Ukraine,Rural,Coal,0.41
UKR,Ukraine,Rural,Electricity,0.06
UKR,Ukraine,Rural,Gas,0.35
UKR,Ukraine,Rural,Kerosene,0.34
UKR,Ukraine,Rural,Total Clean,0.36
UKR,Ukraine,Rural,Total Polluting,0.75
UZB,Uzbekistan,Urban,Biomass,0.67
UZB,Uzbekistan,Urban,Charcoal,0.27
UZB,Uzbekistan,Urban,Coal,0.34
UZB,Uzbekistan,Urban,Electricity,0.1
UZB,Uzbekistan,Urban,Gas,0.43
UZB,Uzbekistan,Urban,Kerosene,0.31
UZB,Uzbekistan,Urban,Total Clean,0.48
UZB,Uzbekistan,Urban,Total Polluting,0.62
UZB,Uzbekistan,Rural,Biomass,0.84
UZB,Uzbekistan,Rural,Charcoal,0.31
UZB,Uzbekistan,Rural,Coal,0.4
UZB,Uzbekistan,Rural,Electricity,0.06
UZB,Uzbekistan,Rural,Gas,0.35
UZB,Uzbekistan,Rural,Kerosene,0.34
UZB,Uzbekistan,Rural,Total Clean,0.36
UZB,Uzbekistan,Rural,Total Polluting,0.75
VCT,Saint Vincent and the Grenadines,Urban,Biomass,0.72
VCT,Saint Vincent and the Grenadines,Urban,Charcoal,0.29
VCT,Saint Vincent and the Grenadines,Urban,Coal,0.36
VCT,Saint Vincent and the Grenadines,Urban,Electricity,0.1
VCT,Saint Vincent and the Grenadines,Urban,Gas,0.46
VCT,Saint Vincent and the Grenadines,Urban,Kerosene,0.33
VCT,Saint Vincent and the Grenadines,Urban,Total Clean,0.51
VCT,Saint Vincent and the Grenadines,Urban,Total Polluting,0.67
VCT,Saint Vincent and the Grenadines,Rural,Biomass,0.9
VCT,Saint Vincent and the Grenadines,Rural,Charcoal,0.33
VCT,Saint Vincent and the Grenadines,Rural,Coal,0.43
VCT,Saint Vincent and the Grenadines,Rural,Electricity,0.06
VCT,Saint Vincent and the Grenadines,Rural,Gas,0.37
VCT,Saint Vincent and the Grenadines,Rural,Kerosene,0.36
VCT,Saint Vincent and the Grenadines,Rural,Total Clean,0.39
VCT,Saint Vincent and the Grenadines,Rural,Total Polluting,0.8
VNM,Viet Nam,Urban,Biomass,0.75
VNM,Viet Nam,Urban,Charcoal,0.3
VNM,Viet Nam,Urban,Coal,0.37
VNM,Viet Nam,Urban,Electricity,0.11
VNM,Viet Nam,Urban,Gas,0.48
VNM,Viet Nam,Urban,Kerosene,0.34
VNM,Viet Nam,Urban,Total Clean,0.53
VNM,Viet Nam,Urban,Total Polluting,0.7
VNM,Viet Nam,Rural,Biomass,0.94
VNM,Viet Nam,Rural,Charcoal,0.34
VNM,Viet Nam,Rural,Coal,0.45
VNM,Viet Nam,Rural,Electricity,0.06
VNM,Viet Nam,Rural,Gas,0.39
VNM,Viet Nam,Rural,Kerosene,0.38
VNM,Viet Nam,Rural,Total Clean,0.4
VNM,Viet Nam,Rural,Total Polluting,0.83
VUT,Vanuatu,Urban,Biomass,0.69
VUT,Vanuatu,Urban,Charcoal,0.28
VUT,Vanuatu,Urban,Coal,0.34
VUT,Vanuatu,Urban,Electricity,0.1
VUT,Vanuatu,Urban,Gas,0.44
VUT,Vanuatu,Urban,Kerosene,0.32
VUT,Vanuatu,Urban,Total Clean,0.49
VUT,Vanuatu,Urban,Total Polluting,0.64
VUT,Vanuatu,Rural,Biomass,0.86
VUT,Vanuatu,Rural,Charcoal,0.32
VUT,Vanuatu,Rural,Coal,0.41
VUT,Vanuatu,Rural,Electricity,0.06
VUT,Vanuatu,Rural,Gas,0.35
VUT,Vanuatu,Rural,Kerosene,0.35
VUT,Vanuatu,Rural,Total Clean,0.37
VUT,Vanuatu,Rural,Total Polluting,0.77
WSM,Samoa,Urban,Biomass,0.63
WSM,Samoa,Urban,Charcoal,0.25
WSM,Samoa,Urban,Coal,0.32
WSM,Samoa,Urban,Electricity,0.09
WSM,Samoa,Urban,Gas,0.41
WSM,Samoa,Urban,Kerosene,0.29
WSM,Samoa,Urban,Total Clean,0.45
WSM,Samoa,Urban,Total Polluting,0.59
WSM,Samoa,Rural,Biomass,0.79
WSM,Samoa,Rural,Charcoal,0.29
WSM,Samoa,Rural,Coal,0.38
WSM,Samoa,Rural,Electricity,0.05
WSM,Samoa,Rural,Gas,0.33
WSM,Samoa,Rural,Kerosene,0.32
WSM,Samoa,Rural,Total Clean,0.34
WSM,Samoa,Rural,Total Polluting,0.71
YEM,Yemen,Urban,Biomass,0.72
YEM,Yemen,Urban,Charcoal,0.29
YEM,Yemen,Urban,Coal,0.36
YEM,Yemen,Urban,Electricity,0.1
YEM,Yemen,Urban,Gas,0.46
YEM,Yemen,Urban,Kerosene,0.33
YEM,Yemen,Urban,Total Clean,0.51
YEM,Yemen,Urban,Total Polluting,0.66
YEM,Yemen,Rural,Biomass,0.89
YEM,Yemen,Rural,Charcoal,0.33
YEM,Yemen,Rural,Coal,0.43
YEM,Yemen,Rural,Electricity,0.06
YEM,Yemen,Rural,Gas,0.37
YEM,Yemen,Rural,Kerosene,0.36
YEM,Yemen,Rural,Total Clean,0.38
YEM,Yemen,Rural,Total Polluting,0.8
ZAF,South Africa,Urban,Biomass,0.74
ZAF,South Africa,Urban,Charcoal,0.3
ZAF,South Africa,Urban,Coal,0.37
ZAF,South Africa,Urban,Electricity,0.11
ZAF,South Africa,Urban,Gas,0.48
ZAF,South Africa,Urban,Kerosene,0.34
ZAF,South Africa,Urban,Total Clean,0.53
ZAF,South Africa,Urban,Total Polluting,0.69
ZAF,South Africa,Rural,Biomass,0.92
ZAF,South Africa,Rural,Charcoal,0.34
ZAF,South Africa,Rural,Coal,0.44
ZAF,South Africa,Rural,Electricity,0.06
ZAF,South Africa,Rural,Gas,0.38
ZAF,South Africa,Rural,Kerosene,0.37
ZAF,South Africa,Rural,Total Clean,0.4
ZAF,South Africa,Rural,Total Polluting,0.82
ZMB,Zambia,Urban,Biomass,0.69
ZMB,Zambia,Urban,Charcoal,0.28
ZMB,Zambia,Urban,Coal,0.35
ZMB,Zambia,Urban,Electricity,0.1
ZMB,Zambia,Urban,Gas,0.45
ZMB,Zambia,Urban,Kerosene,0.32
ZMB,Zambia,Urban,Total Clean,0.5
ZMB,Zambia,Urban,Total Polluting,0.64
ZMB,Zambia,Rural,Biomass,0.87
ZMB,Zambia,Rural,Charcoal,0.32
ZMB,Zambia,Rural,Coal,0.42
ZMB,Zambia,Rural,Electricity,0.06
ZMB,Zambia,Rural,Gas,0.36
ZMB,Zambia,Rural,Kerosene,0.35
ZMB,Zambia,Rural,Total Clean,0.37
ZMB,Zambia,Rural,Total Polluting,0.77
ZWE,Zimbabwe,Urban,Biomass,0.65
ZWE,Zimbabwe,Urban,Charcoal,0.26
ZWE,Zimbabwe,Urban,Coal,0.33
ZWE,Zimbabwe,Urban,Electricity,0.09
ZWE,Zimbabwe,Urban,Gas,0.42
ZWE,Zimbabwe,Urban,Kerosene,0.3
ZWE,Zimbabwe,Urban,Total Clean,0.47
ZWE,Zimbabwe,Urban,Total Polluting,0.61
ZWE,Zimbabwe,Rural,Biomass,0.82
ZWE,Zimbabwe,Rural,Charcoal,0.3
ZWE,Zimbabwe,Rural,Coal,0.39
ZWE,Zimbabwe,Rural,Electricity,0.06
ZWE,Zimbabwe,Rural,Gas,0.34
ZWE,Zimbabwe,Rural,Kerosene,0.33
ZWE,Zimbabwe,Rural,Total Clean,0.35
ZWE,Zimbabwe,Rural,Total Polluting,0.73
